Area,Item,Element,Year,Value
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1968,0.0112
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1969,0.0099
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1970,0.0108
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1971,0.0119
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1972,0.0129
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1973,0.0136
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1974,0.0135
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1975,0.0143
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1976,0.0138
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1977,0.014
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1978,0.0137
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1979,0.0135
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1980,0.0135
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1981,0.0139
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1982,0.0137
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1983,0.0141
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1984,0.0138
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1985,0.0142
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1986,0.0147
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1987,0.0152
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1988,0.0156
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1989,0.0157
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1990,0.0146
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1991,0.0165
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1992,0.017
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1993,0.0175
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1994,0.0172
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1995,0.0172
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1996,0.0164
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1997,0.0168
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1998,0.0174
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1999,0.0183
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2000,0.019
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2001,0.0189
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2002,0.0188
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2003,0.0183
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2004,0.0173
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2005,0.017
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2006,0.0165
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2007,0.0162
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2008,0.016
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2009,0.0161
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2010,0.0162
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2011,0.0161
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2012,0.0166
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2013,0.0168
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2014,0.016
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2015,0.0163
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2016,0.0166
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2017,0.0166
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2018,0.0166
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2019,0.0168
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2020,0.0174
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2021,0.0172
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2022,0.0171
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2030,0.016
United States of America,Sugar cane,Burning crop residues (Emissions N2O),2050,0.0156
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1961,0.3141
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1962,0.3387
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1963,0.4095
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1964,0.4855
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1965,0.4382
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1966,0.444
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1967,0.4457
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1968,0.4302
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1969,0.3804
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1970,0.4147
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1971,0.4603
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1972,0.4984
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1973,0.5263
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1974,0.5214
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1975,0.5497
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1976,0.5305
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1977,0.5393
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1978,0.5282
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1979,0.5204
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1980,0.5204
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1981,0.5365
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1982,0.5268
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1983,0.5452
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1984,0.5307
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1985,0.5469
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1986,0.5655
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1987,0.5849
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1988,0.6004
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1989,0.6051
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1990,0.5641
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1991,0.6371
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1992,0.6571
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1993,0.6736
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1994,0.6653
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1995,0.6622
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1996,0.6313
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1997,0.6479
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1998,0.6726
United States of America,Sugar cane,Burning crop residues (Emissions CH4),1999,0.7055
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2000,0.7332
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2001,0.73
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2002,0.7267
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2003,0.7048
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2004,0.6663
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2005,0.6548
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2006,0.6376
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2007,0.6247
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2008,0.6165
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2009,0.6207
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2010,0.6232
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2011,0.6197
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2012,0.6409
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2013,0.6469
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2014,0.6168
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2015,0.6302
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2016,0.6414
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2017,0.6421
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2018,0.639
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2019,0.6486
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2020,0.673
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2021,0.6642
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2022,0.6595
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2030,0.6191
United States of America,Sugar cane,Burning crop residues (Emissions CH4),2050,0.601
United States of America,Potatoes,Crop residues (Emissions N2O),1961,0.5034
United States of America,Potatoes,Crop residues (Emissions N2O),1962,0.4564
United States of America,Potatoes,Crop residues (Emissions N2O),1963,0.458
United States of America,Potatoes,Crop residues (Emissions N2O),1964,0.4231
United States of America,Potatoes,Crop residues (Emissions N2O),1965,0.4855
United States of America,Potatoes,Crop residues (Emissions N2O),1966,0.5128
United States of America,Potatoes,Crop residues (Emissions N2O),1967,0.511
United States of America,Potatoes,Crop residues (Emissions N2O),1968,0.4892
United States of America,Potatoes,Crop residues (Emissions N2O),1969,0.5097
United States of America,Potatoes,Crop residues (Emissions N2O),1970,0.5232
United States of America,Potatoes,Crop residues (Emissions N2O),1971,0.5126
United States of America,Potatoes,Crop residues (Emissions N2O),1972,0.4699
United States of America,Potatoes,Crop residues (Emissions N2O),1973,0.4816
United States of America,Potatoes,Crop residues (Emissions N2O),1974,0.533
United States of America,Potatoes,Crop residues (Emissions N2O),1975,0.4931
United States of America,Potatoes,Crop residues (Emissions N2O),1976,0.5431
United States of America,Potatoes,Crop residues (Emissions N2O),1977,0.5392
United States of America,Potatoes,Crop residues (Emissions N2O),1978,0.5512
United States of America,Potatoes,Crop residues (Emissions N2O),1979,0.5109
United States of America,Potatoes,Crop residues (Emissions N2O),1980,0.4585
United States of America,Potatoes,Crop residues (Emissions N2O),1981,0.5049
United States of America,Potatoes,Crop residues (Emissions N2O),1982,0.5235
United States of America,Potatoes,Crop residues (Emissions N2O),1983,0.5004
United States of America,Potatoes,Crop residues (Emissions N2O),1984,0.5347
United States of America,Potatoes,Crop residues (Emissions N2O),1985,0.584
United States of America,Potatoes,Crop residues (Emissions N2O),1986,0.5215
United States of America,Potatoes,Crop residues (Emissions N2O),1987,0.5568
United States of America,Potatoes,Crop residues (Emissions N2O),1988,0.5223
United States of America,Potatoes,Crop residues (Emissions N2O),1989,0.5383
United States of America,Potatoes,Crop residues (Emissions N2O),1990,0.5809
United States of America,Potatoes,Crop residues (Emissions N2O),1991,0.5952
United States of America,Potatoes,Crop residues (Emissions N2O),1992,0.5922
United States of America,Potatoes,Crop residues (Emissions N2O),1993,0.5976
United States of America,Potatoes,Crop residues (Emissions N2O),1994,0.6425
United States of America,Potatoes,Crop residues (Emissions N2O),1995,0.6196
United States of America,Potatoes,Crop residues (Emissions N2O),1996,0.6755
United States of America,Potatoes,Crop residues (Emissions N2O),1997,0.6353
United States of America,Potatoes,Crop residues (Emissions N2O),1998,0.6483
United States of America,Potatoes,Crop residues (Emissions N2O),1999,0.6413
United States of America,Potatoes,Crop residues (Emissions N2O),2000,0.6751
United States of America,Potatoes,Crop residues (Emissions N2O),2001,0.5874
United States of America,Potatoes,Crop residues (Emissions N2O),2002,0.6129
United States of America,Potatoes,Crop residues (Emissions N2O),2003,0.6102
United States of America,Potatoes,Crop residues (Emissions N2O),2004,0.5943
United States of America,Potatoes,Crop residues (Emissions N2O),2005,0.5529
United States of America,Potatoes,Crop residues (Emissions N2O),2006,0.5734
United States of America,Potatoes,Crop residues (Emissions N2O),2007,0.5774
United States of America,Potatoes,Crop residues (Emissions N2O),2008,0.5387
United States of America,Potatoes,Crop residues (Emissions N2O),2009,0.5536
United States of America,Potatoes,Crop residues (Emissions N2O),2010,0.5231
United States of America,Potatoes,Crop residues (Emissions N2O),2011,0.5571
United States of America,Potatoes,Crop residues (Emissions N2O),2012,0.5978
United States of America,Potatoes,Crop residues (Emissions N2O),2013,0.5566
United States of America,Potatoes,Crop residues (Emissions N2O),2014,0.5632
United States of America,Potatoes,Crop residues (Emissions N2O),2015,0.5629
United States of America,Potatoes,Crop residues (Emissions N2O),2016,0.5682
United States of America,Potatoes,Crop residues (Emissions N2O),2017,0.5698
United States of America,Potatoes,Crop residues (Emissions N2O),2018,0.5643
United States of America,Potatoes,Crop residues (Emissions N2O),2019,0.5288
United States of America,Potatoes,Crop residues (Emissions N2O),2020,0.5207
United States of America,Potatoes,Crop residues (Emissions N2O),2021,0.5137
United States of America,Potatoes,Crop residues (Emissions N2O),2022,0.4935
United States of America,Potatoes,Crop residues (Emissions N2O),2030,0.66
United States of America,Potatoes,Crop residues (Emissions N2O),2050,0.6899
United States of America,Wheat,Crops total (Emissions N2O),1990,0.1976
United States of America,Wheat,Crops total (Emissions N2O),1991,0.1646
United States of America,Wheat,Crops total (Emissions N2O),1992,0.1961
United States of America,Wheat,Crops total (Emissions N2O),1993,0.2106
United States of America,Wheat,Crops total (Emissions N2O),1994,0.1725
United States of America,Wheat,Crops total (Emissions N2O),1995,0.1486
United States of America,Wheat,Crops total (Emissions N2O),1996,0.1663
United States of America,Wheat,Crops total (Emissions N2O),1997,0.1976
United States of America,Wheat,Crops total (Emissions N2O),1998,0.1929
United States of America,Wheat,Crops total (Emissions N2O),1999,0.1859
United States of America,Wheat,Crops total (Emissions N2O),2000,0.1683
United States of America,Wheat,Crops total (Emissions N2O),2001,0.1637
United States of America,Wheat,Crops total (Emissions N2O),2002,0.1702
United States of America,Wheat,Crops total (Emissions N2O),2003,0.1937
United States of America,Wheat,Crops total (Emissions N2O),2004,0.1703
United States of America,Wheat,Crops total (Emissions N2O),2005,0.1964
United States of America,Wheat,Crops total (Emissions N2O),2006,0.1532
United States of America,Wheat,Crops total (Emissions N2O),2007,0.1799
United States of America,Wheat,Crops total (Emissions N2O),2008,0.2149
United States of America,Wheat,Crops total (Emissions N2O),2009,0.1705
United States of America,Wheat,Crops total (Emissions N2O),2010,0.1652
United States of America,Wheat,Crops total (Emissions N2O),2011,0.1657
United States of America,Wheat,Crops total (Emissions N2O),2012,0.1841
United States of America,Wheat,Crops total (Emissions N2O),2013,0.1984
United States of America,Wheat,Crops total (Emissions N2O),2014,0.1603
United States of America,Wheat,Crops total (Emissions N2O),2015,0.1846
United States of America,Wheat,Crops total (Emissions N2O),2016,0.1807
United States of America,Wheat,Crops total (Emissions N2O),2017,0.1795
United States of America,Wheat,Crops total (Emissions N2O),2018,0.1791
United States of America,Wheat,Crops total (Emissions N2O),2019,0.179
United States of America,Wheat,Crops total (Emissions N2O),2020,0.179
United States of America,Wheat,Crops total (Emissions CH4),1990,5.6178
